method,RCP,scenario,year,N_in_E_prd,N_stock_E_opr,N_out_E_eol,AEF,CEF
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2045,6743.131809048151,3650.6199456065888,603.2829542326574,0.00021994069417774793,0.0002680999203166769
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2046,6647.719485648886,3549.0507119229774,584.1991591987654,0.00021561938713541258,0.0002648967672983483
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2047,6458.930039252762,3447.4814782393664,557.2961639427654,0.00020927415362869786,0.0002616971274213359
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2048,6216.115551763358,3345.9122445557555,526.3578526925605,0.0002017677129802335,0.0002584372634635628
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2049,5958.333302453312,3244.3430108721445,494.89491502002767,0.0001939514245669097,0.00025511051140478784
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,BAU,2050,5720.088949073123,3142.773777188533,465.7966518391479,0.0001865731875620161,0.00025174820537895363
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2026,8359.422042073631,408.79150239508704,0.0,0.0017536427088937435,0.0017536427088937435
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2027,8373.808401302265,826.5485397938228,0.095435697651415,0.0009200900433042128,0.0011979499524633873
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2028,8388.192896163639,1252.891045741037,1.039809554008269,0.0006430652026612438,0.000920558514500821
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2029,8402.575526657754,1686.7753630851805,4.128107917179797,0.0005053996075671969,0.0007546165749545474
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2030,8416.956292784613,2126.2762319118233,10.81106551135132,0.0004236983147820523,0.0006445257723368852
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2031,8390.165961986884,2546.8450751461196,22.484853187170334,0.000368076446871261,0.0005658697095812307
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2032,8363.366043680599,2959.1069052233565,40.28044792408556,0.00032912700133929426,0.0005071422319398893
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2033,8336.556537865757,3358.2777782809403,64.86848488716265,0.0003007524018368081,0.00046187463968992183
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2034,8309.73744454236,3738.849427777444,96.26674624013137,0.00027955718258962934,0.0004261514336316476
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2035,8282.908763710406,4094.945112616767,133.69121075975076,0.00026349014111384144,0.0003974598928069818
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2036,6353.051134888138,4283.563477526404,175.30484813567824,0.0002162383892110044,0.0003690731687066975
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2037,2884.639547291531,4255.198819612397,218.6945543135799,0.00014717065842435016,0.0003390214603087173
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2038,3638.3913549023423,4226.834161698389,260.66927051595667,0.00016251789574233376,0.00031796908944017123
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2039,4411.283354447136,4198.46950378438,297.61781264041315,0.00017814741341743863,0.00030306911808465696
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2040,5153.379847465952,4170.1048458703735,326.12304486026306,0.0001929921547639318,0.0002924685096489728
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2041,5782.447056101344,4066.2078658176165,344.5685053219239,0.0002038644685448177,0.00028468531736316577
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2042,6281.777323937655,3962.3108857648594,350.9251775930357,0.00021190026774591097,0.00027880798260856017
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2043,6624.977419765375,3858.413905712102,345.2177998490797,0.00021657218250653118,0.00027415797569812654
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2044,6803.70368534925,3754.5169256593454,328.76569664952984,0.00021773972615316253,0.0002702356899102049
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2045,6827.796928478664,3650.6199456065888,303.85349145175206,0.00021564540731074008,0.00026668718493892376
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2046,6736.067131968115,3549.0507119229774,272.18722158808384,0.0002111461013095835,0.0002632972310096433
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2047,6549.564266231315,3447.4814782393664,237.6621532034909,0.00020469415795348344,0.00025992614293780976
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2048,6308.01045489149,3345.9122445557555,202.73812314866078,0.00019713321645191813,0.00025651051807707256
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2049,6050.94312871966,3244.3430108721445,169.22192660592864,0.00018929016132395468,0.00025304269531092367
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Moderate,2050,5813.390945683553,3142.773777188533,138.1581060850359,0.00018188645657914247,0.0002495519104823182
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2026,8359.422042073631,408.79150239508704,0.0,0.0017536427088937435,0.0017536427088937435
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2027,8379.01734603,826.5485397938228,0.09397773027613829,0.0009206108173403819,0.0011982971295183987
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2028,8398.60985343548,1252.891045741037,1.0068309215150675,0.0006437577446260918,0.0009210783423071741
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2029,8418.199564290075,1686.7753630851805,3.923951994925032,0.0005061717102452533,0.0007552372388041842
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2030,8437.786478593778,2126.2762319118233,10.06883511159001,0.0004245047576190213,0.0006452082416541752
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2031,8416.191709862647,2546.8450751461196,20.476663561885005,0.0003688830804602354,0.0005665875064318006
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2032,8394.582559868679,2959.1069052233565,35.780161662115525,0.0003299008483405965,0.0005078739328468856
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2033,8372.959028611876,3358.2777782809403,56.03862749489342,0.0003014575672518224,0.0004626005205532145
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2034,8351.32111609224,3738.849427777444,80.59696127719565,0.00028015368324346365,0.0004268519637909767
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2035,8329.66882230977,4094.945112616767,108.02009641204172,0.0002639342692257679,0.0003981151966577238
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2036,6392.9595874305105,4283.563477526404,135.9231222482334,0.00021624892374410299,0.0003696274752234307
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2037,2904.601412370089,4255.198819612397,161.63224432698868,0.00014642864952618947,0.00033940021003345825
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2038,3665.8983622050882,4226.834161698389,182.0798798645687,0.0001614962480753609,0.00031818080749432726
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2039,4447.4658297708675,4198.46950378438,194.2962476456866,0.00017680463162401868,0.0003031151822583856
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2040,5198.9676772507555,4170.1048458703735,196.0121937343013,0.0001913016943371086,0.00029234734339796895
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2041,5837.602975415683,4066.2078658176165,187.4218640756037,0.0002018246541061781,0.00028439561243619307
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2042,6346.101726299872,3962.3108857648594,167.9743082087717,0.00020952773840547006,0.00027835009126999077
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2043,6697.5235945310715,3858.413905712102,139.24193775553348,0.00021390358875997417,0.0002735349096296235
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2044,6883.105664613134,3754.5169256593454,103.71851947793125,0.0002148268221950082,0.00026945343069615654
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2045,6912.462047909177,3650.6199456065888,64.30992122702787,0.0002125478382948559,0.00026575442479411177
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2046,6824.414778287344,3549.0507119229774,22.57767149953829,0.0002079208632341972,0.00026222454931377906
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2047,6640.198493209868,3447.4814782393664,-18.045055387929075,0.0002013926983212261,0.00025872525283367757
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2048,6399.9053580196205,3345.9122445557555,-56.15766048645897,0.00019379319884177835,0.0002551932700087762
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2049,6143.552954986009,3244.3430108721445,-91.31646412535046,0.00018593159003465608,0.00025162013766855205
"EF v3.1, climate change: biogenic, global warming potential (GWP100)",RCP26,Aggressive,2050,5906.692942293982,3142.773777188533,-123.95273051825366,0.00017851027977928527,0.00024803351213451626
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2026,1609425.4135664506,345215.3031490828,-0.0,0.39092814334310666,0.39092814334310666
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2027,1542504.7607750343,645890.3892118287,-1.907351991173503,0.21884998160104124,0.2762112310622397
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2028,1475575.2668357815,901759.1574092243,-22.52603695442455,0.15855081276869853,0.21739182282771854
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2029,1408636.9317486917,1112209.4195140642,-96.7018639973235,0.1262187085222666,0.18094928680201378
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2030,1341689.7555137658,1276343.2948464607,-273.3136996835471,0.10509151108267732,0.15571271203766207
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2031,1285801.6199452737,1416695.335815289,-609.105109806501,0.09074334165228697,0.1372274621076062
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2032,1229905.5945391455,1516301.8312777572,-1168.4495131734554,0.07951122542908824,0.12291010879078874
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2033,1174001.679295381,1574232.0253831032,-2014.1711699226512,0.07023409814415091,0.1113566510932074
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2034,1118089.8742139803,1590068.4172200146,-3199.2482440075305,0.06226429341057771,0.10173751512413587
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2035,1062170.179294943,1564191.1493718463,-4756.378198867657,0.05521037198327118,0.09353067374092813
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2036,790081.1034859997,1486631.13233911,-6710.838910485176,0.045400027938292495,0.08599143951067947
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2037,347527.16895998945,1326187.7274878223,-9023.104920841422,0.0332938358305394,0.07885473331906015
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2038,424142.30443360284,1165744.322636535,-11615.387392772729,0.0315654247935473,0.07321432563867154
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2039,496973.19618054497,1005300.9177852473,-14358.44475691009,0.029758313384177643,0.06858347471315723
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2040,560333.4879172718,844857.5129339598,-17085.65615746602,0.02776210689387531,0.06465230398490576
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2041,620486.6740456563,788481.7504543263,-19565.741851087394,0.0277880536529779,0.06141405948465502
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2042,664978.0359037204,732105.9879746926,-21680.654135711993,0.02750806739485402,0.05867617764289383
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2043,691581.1208111681,675730.2254950589,-23310.34656833593,0.026880019994757823,0.056300497527161694
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2044,700099.8021020386,619354.4630154254,-24392.82545474492,0.025901228793254384,0.05418709236695393
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2045,692251.9547216436,562978.7005357917,-24930.766303937762,0.024605997779069952,0.052264247197398576
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2046,677131.1466134724,547777.6709951914,-25002.64910095521,0.023998123370154174,0.05053902234991149
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2047,652661.959178469,532576.6414545911,-24705.457368081275,0.02321066286529958,0.04896698351513796
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2048,623020.2437923222,517375.6119139907,-24174.305640055532,0.022324431001325147,0.04751776033328606
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2049,592227.4947467006,502174.5823733903,-23553.19333423241,0.02141697767571717,0.04617125024785688
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,BAU,2050,563728.5837322329,486973.55283279,-22977.827742850834,0.02055448617644344,0.04491454229122179
"EF v3.1, climate change: fossil, global warming potential (GWP100)",RCP26,Moderate,2026,1609425.4135664506,345215.3031490828,-0.0,0.39092814334310666,0.39092814334310666
